clientid,emp,emp_date
1265083,Employed Full Time,2015-07-07 00:00:00
1265559,Not employed,
1266587,Employed Part Time,2017-02-01 00:00:00
1266732,Not employed,
1266842,Employed Part Time,2016-06-06 00:00:00
1267281,Not employed,
1267282,Employed Full Time,2017-03-02 00:00:00
1267283,Employed Full Time,2015-05-27 00:00:00
1267284,Not employed,
1267286,Employed Full Time,2015-05-12 00:00:00
1267289,Not employed,
1267291,Employed Full Time,2015-08-24 00:00:00
1267292,Employed Full Time,2015-09-13 00:00:00
1267293,Employed Full Time,2015-05-04 00:00:00
1267294,Not employed,
1267296,Employed Full Time,2016-04-01 00:00:00
1267297,Employed Full Time,2015-12-30 00:00:00
1267298,Employed Full Time,2015-05-11 00:00:00
1267299,Employed Full Time,2015-10-15 00:00:00
1267700,Employed Part Time,2017-06-27 00:00:00
1267741,Not employed,
1267805,Employed Full Time,2018-08-06 00:00:00
1268101,Employed Full Time,2017-09-01 00:00:00
1268383,Not employed,
1268596,Not employed,
1268938,Not employed,
1269061,Employed Part Time,2016-02-08 00:00:00
1269080,Employed Part Time,2017-03-10 00:00:00
1269084,Employed Full Time,2016-03-01 00:00:00
1269120,Employed Full Time,2015-12-01 00:00:00
1269215,Employed Full Time,2016-09-23 00:00:00
1269266,Not employed,
1269376,Employed Full Time,2018-01-05 00:00:00
1269512,Employed Part Time,2015-09-14 00:00:00
1269568,Not employed,
1269749,Not employed,
1269750,Employed Part Time,2016-01-06 00:00:00
1269771,Not employed,
1269891,Not employed,
1269893,Employed Full Time,2016-01-05 00:00:00
1270210,Not employed,
1270211,Not employed,
1270241,Employed Part Time,2015-11-10 00:00:00
1270272,Employed Full Time,2016-08-16 00:00:00
1270342,Not employed,
1270343,Employed Full Time,2015-11-01 00:00:00
1270354,Employed Part Time,2018-06-07 00:00:00
1270536,Not employed,
1270677,Employed Full Time,2015-11-19 00:00:00
1270742,Employed Full Time,2017-09-11 00:00:00
1270928,Not employed,
1270933,Employed Full Time,2017-11-09 00:00:00
1270958,Not employed,
1271230,Employed Full Time,2017-11-29 00:00:00
1271386,Employed Part Time,2018-09-10 00:00:00
1271422,Employed Full Time,2018-11-13 00:00:00
1271876,Employed Full Time,2015-12-02 00:00:00
1272037,Not employed,
1272039,Employed Part Time,2016-02-01 00:00:00
1272103,Employed Part Time,2017-06-27 00:00:00
1272665,Not employed,
1272697,Employed Full Time,2016-02-11 00:00:00
1272711,Employed Full Time,2016-06-20 00:00:00
1273012,Employed Full Time,2017-02-27 00:00:00
1273230,Employed Part Time,2018-06-04 00:00:00
1273276,Not employed,
1273289,Employed Full Time,2016-12-15 00:00:00
1273588,Employed Full Time,2016-06-21 00:00:00
1273663,Employed Full Time,2016-06-21 00:00:00
1273736,Not employed,
1273740,Not employed,
1273807,Employed Part Time,2016-10-17 00:00:00
1273889,Employed Full Time,2016-06-03 00:00:00
1273890,Not employed,
1273891,Employed Full Time,2017-02-06 00:00:00
1273892,Employed Full Time,2018-03-14 00:00:00
1273894,Not employed,
1273925,Not employed,
1273934,Employed Full Time,2016-06-15 00:00:00
1274090,Employed Part Time,2016-02-02 00:00:00
1274105,Employed Full Time,2016-03-16 00:00:00
1274107,Employed Full Time,2016-10-04 00:00:00
1274108,Not employed,
1274109,Employed Full Time,2016-05-16 00:00:00
1274110,Not employed,
1274261,Employed Full Time,2016-07-11 00:00:00
1274370,Employed Full Time,2016-06-27 00:00:00
1274386,Employed Full Time,2017-03-20 00:00:00
1274390,Not employed,
1274418,Employed Full Time,2016-06-01 00:00:00
1274419,Not employed,
1274536,Employed Full Time,2017-09-22 00:00:00
1274537,Employed Full Time,2018-06-07 00:00:00
1274556,Employed Full Time,2016-05-09 00:00:00
1274594,Not employed,
1274673,Employed Full Time,2016-01-01 00:00:00
1274706,Employed Full Time,2016-08-15 00:00:00
1274707,Not employed,
1274708,Employed Full Time,2016-10-03 00:00:00
1274740,Employed Full Time,2016-08-01 00:00:00
1274836,Employed Full Time,2016-05-12 00:00:00
1274992,Not employed,
1275083,Employed Full Time,2017-01-03 00:00:00
1275085,Employed Full Time,2016-06-22 00:00:00
1275086,Not employed,
1275098,Not employed,
1275200,Employed Full Time,2018-08-06 00:00:00
1275203,Employed Full Time,2017-05-11 00:00:00
1275221,Employed Full Time,2016-05-13 00:00:00
1275239,Employed Part Time,2018-06-25 00:00:00
1275343,Employed Full Time,2016-07-18 00:00:00
1275832,Employed Full Time,2017-09-14 00:00:00
1276052,Not employed,
1276271,Not employed,
1276272,Not employed,
1276300,Employed Full Time,2016-10-04 00:00:00
1276609,Employed Full Time,2016-10-05 00:00:00
1276716,Not employed,
1276959,Employed Full Time,2018-10-18 00:00:00
1277572,Employed Full Time,2018-06-15 00:00:00
1277769,Not employed,
1277787,Not employed,
1277790,Not employed,
1277797,Employed Full Time,2017-03-01 00:00:00
1277814,Employed Full Time,2016-09-22 00:00:00
1277907,Employed Part Time,2016-10-03 00:00:00
1277910,Employed Full Time,2017-07-24 00:00:00
1277929,Employed Full Time,2016-08-24 00:00:00
1277937,Employed Full Time,2016-08-08 00:00:00
1277944,Employed Full Time,2016-09-07 00:00:00
1277945,Employed Full Time,2018-12-17 00:00:00
1277956,Not employed,
1277964,Employed Full Time,2016-12-01 00:00:00
1277975,Employed Full Time,2016-08-01 00:00:00
1278095,Not employed,
1278114,Employed Full Time,2017-03-01 00:00:00
1278262,Not employed,
1278335,Employed Full Time,2017-05-08 00:00:00
1278436,Not employed,
1278438,Employed Part Time,2015-09-01 00:00:00
1278439,Employed Full Time,2016-09-06 00:00:00
1278440,Not employed,
1278441,Not employed,
1278443,Not employed,
1278445,Not employed,
1278613,Not employed,
1278622,Not employed,
1278755,Employed Full Time,2017-03-21 00:00:00
1278786,Employed Full Time,2017-09-14 00:00:00
1278809,Not employed,
1278828,Employed Full Time,2016-12-02 00:00:00
1278838,Employed Full Time,2018-01-08 00:00:00
1278893,Not employed,
1278894,Employed Full Time,2017-04-03 00:00:00
1278908,Employed Full Time,2017-04-04 00:00:00
1278936,Employed Part Time,2018-02-28 00:00:00
1278946,Employed Full Time,2015-08-31 00:00:00
1278979,Not employed,
1278980,Employed Full Time,2018-08-01 00:00:00
1279012,Not employed,
1279058,Not employed,
1279062,Employed Full Time,2017-05-30 00:00:00
1279351,Employed Full Time,2017-01-09 00:00:00
1279409,Employed Full Time,2017-11-08 00:00:00
1279616,Employed Full Time,2018-06-05 00:00:00
1279631,Employed Full Time,2016-10-10 00:00:00
1279632,Employed Part Time,2017-12-01 00:00:00
1279663,Not employed,
1279673,Employed Full Time,2017-05-26 00:00:00
1279683,Employed Full Time,2017-04-10 00:00:00
1279821,Not employed,
1279825,Employed Full Time,2016-12-05 00:00:00
1279885,Employed Full Time,2018-06-06 00:00:00
1279886,Employed Full Time,2016-12-23 00:00:00
1279896,Employed Part Time,2017-07-07 00:00:00
1279928,Employed Part Time,2016-11-17 00:00:00
1279984,Employed Part Time,2017-03-04 00:00:00
1280031,Not employed,
1280105,Not employed,
1280235,Employed Part Time,2018-10-22 00:00:00
1280505,Employed Full Time,2017-09-15 00:00:00
1280507,Employed Part Time,2016-08-01 00:00:00
1280640,Employed Full Time,2017-09-14 00:00:00
1280722,Employed Full Time,2017-06-22 00:00:00
1280942,Employed Full Time,2017-09-01 00:00:00
1280962,Employed Full Time,2017-03-13 00:00:00
1281086,Not employed,
1281737,Employed Part Time,2018-08-06 00:00:00
1281780,Employed Full Time,2017-03-13 00:00:00
1281794,Employed Full Time,2017-03-14 00:00:00
1281798,Employed Full Time,2018-02-16 00:00:00
1281799,Employed Full Time,2017-04-05 00:00:00
1281801,Employed Full Time,2018-03-20 00:00:00
1281803,Not employed,
1282096,Employed Full Time,2017-08-23 00:00:00
1282097,Employed Full Time,2017-03-09 00:00:00
1282098,Employed Full Time,2017-02-02 00:00:00
1282318,Not employed,
1282378,Employed Full Time,2018-04-10 00:00:00
1282408,Not employed,
1282449,Employed Part Time,2018-11-12 00:00:00
1282493,Not employed,
1282534,Employed Full Time,2017-01-23 00:00:00
1282690,Not employed,
1282727,Not employed,
1282729,Not employed,
1282759,Employed Full Time,2016-07-05 00:00:00
1282847,Not employed,
1282957,Not employed,
1282962,Employed Part Time,2017-04-19 00:00:00
1283043,Employed Full Time,2017-10-02 00:00:00
1283116,Not employed,
1283188,Not employed,
1283228,Not employed,
1283253,Not employed,
1283255,Employed Full Time,2017-10-13 00:00:00
1283256,Employed Full Time,2017-11-02 00:00:00
1283258,Not employed,
1283259,Employed Part Time,2017-08-15 00:00:00
1283260,Not employed,
1283261,Not employed,
1283270,Employed Full Time,2017-05-30 00:00:00
1283271,Not employed,
1283285,Employed Full Time,2017-03-27 00:00:00
1283288,Not employed,
1283295,Not employed,
1283351,Employed Full Time,2017-05-24 00:00:00
1283359,Employed Full Time,2017-06-02 00:00:00
1283361,Employed Full Time,2018-11-08 00:00:00
1283367,Not employed,
1283388,Employed Full Time,2017-06-19 00:00:00
1283389,Not employed,
1283483,Not employed,
1283560,Not employed,
1283642,Employed Full Time,2017-03-31 00:00:00
1283691,Not employed,
1283694,Employed Full Time,2017-04-10 00:00:00
1283700,Employed Part Time,2017-06-07 00:00:00
1283702,Not employed,
1283739,Not employed,
1283817,Not employed,
1283871,Employed Part Time,2017-07-10 00:00:00
1284773,Not employed,
1284784,Employed Full Time,2017-09-01 00:00:00
1285168,Employed Full Time,2017-09-01 00:00:00
1285195,Not employed,
1285202,Not employed,
1285203,Employed Full Time,2017-11-06 00:00:00
1285441,Not employed,
1285485,Not employed,
1285662,Employed Full Time,2018-02-27 00:00:00
1285716,Employed Full Time,2017-06-02 00:00:00
1285723,Employed Full Time,2018-10-22 00:00:00
1285735,Not employed,
1285737,Employed Part Time,2018-09-05 00:00:00
1285745,Not employed,
1285948,Not employed,
1286044,Not employed,
1286118,Employed Full Time,2017-09-19 00:00:00
1286127,Employed Full Time,2018-06-25 00:00:00
1286355,Employed Full Time,2018-01-08 00:00:00
1286636,Employed Part Time,2017-09-25 00:00:00
1286731,Employed Part Time,2018-10-22 00:00:00
1286734,Employed Full Time,2018-06-20 00:00:00
1286792,Not employed,
1286827,Employed Full Time,2017-09-22 00:00:00
1287070,Employed Full Time,2017-11-27 00:00:00
1287072,Employed Part Time,2017-07-24 00:00:00
1287073,Not employed,
1287075,Not employed,
1287076,Employed Part Time,2018-10-08 00:00:00
1287135,Employed Full Time,2017-09-29 00:00:00
1287139,Not employed,
1287370,Not employed,
1287404,Employed Part Time,2017-07-17 00:00:00
1287405,Employed Full Time,2017-10-01 00:00:00
1287406,Not employed,
1287408,Not employed,
1287409,Employed Full Time,2017-10-16 00:00:00
1287410,Employed Part Time,2018-12-10 00:00:00
1287530,Employed Part Time,2017-09-15 00:00:00
1287572,Not employed,
1287588,Not employed,
1287640,Not employed,
1287663,Not employed,
1288382,Not employed,
1288541,Employed Full Time,2017-10-23 00:00:00
1288542,Employed Part Time,2018-10-08 00:00:00
1288543,Employed Full Time,2017-12-01 00:00:00
1288546,Employed Part Time,2018-12-18 00:00:00
1288549,Employed Part Time,2018-05-14 00:00:00
1288550,Employed Full Time,2017-11-08 00:00:00
1288607,Not employed,
1288744,Employed Part Time,2017-10-23 00:00:00
1288745,Not employed,
1288750,Employed Full Time,2017-11-06 00:00:00
1288752,Employed Part Time,2017-09-12 00:00:00
1288960,Not employed,
1289030,Not employed,
1289113,Employed Full Time,2018-10-09 00:00:00
1289149,Employed Part Time,2018-01-15 00:00:00
1289213,Employed Full Time,2018-08-21 00:00:00
1289214,Employed Full Time,2018-03-01 00:00:00
1289798,Employed Full Time,2018-09-14 00:00:00
1289860,Not employed,
1290567,Not employed,
1290568,Not employed,
1290569,Employed Full Time,2018-06-04 00:00:00
1290570,Employed Full Time,2018-08-02 00:00:00
1290750,Employed Full Time,2018-07-12 00:00:00
1290753,Not employed,
1290942,Not employed,
1291339,Not employed,
1291470,Employed Full Time,2018-04-16 00:00:00
1291492,Employed Full Time,2018-05-30 00:00:00
1291522,Not employed,
1291527,Employed Part Time,2016-01-01 00:00:00
1291528,Employed Full Time,2018-06-26 00:00:00
1291530,Not employed,
1291531,Not employed,
1291545,Employed Full Time,2017-12-01 00:00:00
1291753,Employed Part Time,2018-09-24 00:00:00
1291756,Not employed,
1291824,Not employed,
1291829,Employed Full Time,2018-04-24 00:00:00
1291915,Employed Full Time,2018-03-22 00:00:00
1291969,Employed Full Time,2018-11-05 00:00:00
1292027,Not employed,
1292039,Employed Full Time,2018-03-21 00:00:00
1292040,Employed Full Time,2018-08-06 00:00:00
1292243,Not employed,
1292289,Not employed,
1292291,Not employed,
1292344,Employed Part Time,2018-06-18 00:00:00
1292377,Employed Full Time,2018-03-21 00:00:00
1292452,Not employed,
1292453,Employed Full Time,2018-07-23 00:00:00
1292455,Not employed,
1292467,Not employed,
1292468,Employed Part Time,2018-05-31 00:00:00
1292473,Not employed,
1292507,Not employed,
1292586,Employed Full Time,2018-08-01 00:00:00
1292633,Not employed,
1292651,Employed Full Time,2018-05-28 00:00:00
1292702,Not employed,
1292765,Not employed,
1292766,Not employed,
1292767,Employed Full Time,2018-07-12 00:00:00
1292779,Employed Full Time,2018-08-22 00:00:00
1292887,Not employed,
1292944,Employed Full Time,2018-05-22 00:00:00
1293260,Employed Full Time,2018-08-20 00:00:00
1293263,Employed Full Time,2018-11-21 00:00:00
1293266,Employed Full Time,2018-06-28 00:00:00
1293269,Employed Full Time,2018-10-01 00:00:00
1293272,Not employed,
1293278,Employed Full Time,2018-08-12 00:00:00
1293279,Not employed,
1293285,Not employed,
1293286,Not employed,
1293301,Employed Part Time,2018-10-03 00:00:00
1293302,Employed Full Time,2018-05-10 00:00:00
1293303,Not employed,
1293304,Employed Full Time,2018-06-30 00:00:00
1293440,Employed Part Time,2018-11-12 00:00:00
1293716,Employed Full Time,2018-09-17 00:00:00
1293717,Employed Full Time,2018-02-01 00:00:00
1293718,Not employed,
1293720,Employed Full Time,2018-09-19 00:00:00
1293721,Not employed,
1293722,Employed Full Time,2018-07-30 00:00:00
1293723,Employed Full Time,2018-06-14 00:00:00
1293734,Not employed,
1293741,Not employed,
1293802,Employed Full Time,2018-08-15 00:00:00
1293868,Not employed,
1294150,Employed Part Time,2018-08-27 00:00:00
1294160,Not employed,
1294161,Not employed,
1294383,Employed Part Time,2018-08-27 00:00:00
1294465,Employed Full Time,2016-06-01 00:00:00
1294566,Not employed,
1294715,Employed Full Time,2018-08-02 00:00:00
1294805,Not employed,
1294831,Employed Full Time,2018-12-04 00:00:00
1294833,Employed Full Time,2018-08-13 00:00:00
1294854,Employed Full Time,2018-09-17 00:00:00
1294914,Employed Full Time,2018-08-06 00:00:00
1294915,Employed Full Time,2018-07-30 00:00:00
1294917,Not employed,
1294918,Not employed,
1294919,Employed Full Time,2018-08-06 00:00:00
1294920,Employed Full Time,2018-08-13 00:00:00
1294921,Employed Full Time,2018-08-02 00:00:00
1294922,Not employed,
1294923,Employed Full Time,2018-08-14 00:00:00
1294924,Employed Full Time,2018-07-30 00:00:00
1294925,Employed Full Time,2018-08-13 00:00:00
1294926,Employed Full Time,2018-09-25 00:00:00
1294927,Employed Full Time,2018-07-30 00:00:00
1294948,Employed Full Time,2018-07-30 00:00:00
1295012,Not employed,
1295015,Not employed,
1295019,Employed Full Time,2018-10-12 00:00:00
1295250,Employed Full Time,2017-10-01 00:00:00
1295389,Not employed,
1295390,Not employed,
1295391,Not employed,
1295392,Not employed,
1295404,Employed Full Time,2018-09-03 00:00:00
1295405,Not employed,
1295408,Not employed,
1295409,Not employed,
1295440,Not employed,
1295441,Not employed,
1295452,Not employed,
1295533,Employed Part Time,2018-09-04 00:00:00
1295798,Employed Full Time,2018-09-27 00:00:00
1295800,Not employed,
1295807,Employed Part Time,2018-08-27 00:00:00
1295810,Not employed,
1295814,Employed Part Time,2018-09-16 00:00:00
1295848,Not employed,
1295849,Employed Full Time,2018-07-16 00:00:00
1295853,Not employed,
1295856,Not employed,
1295858,Not employed,
1295859,Employed Part Time,2018-06-04 00:00:00
1295862,Not employed,
1295928,Not employed,
1295932,Employed Full Time,2018-11-01 00:00:00
1295970,Not employed,
1296178,Not employed,
1296179,Employed Full Time,2018-10-08 00:00:00
1296180,Not employed,
1296181,Not employed,
1296204,Not employed,
1296205,Not employed,
1296216,Employed Full Time,2018-09-28 00:00:00
1296219,Employed Full Time,2011-07-12 00:00:00
1296220,Employed Full Time,2018-10-11 00:00:00
1296429,Not employed,
1297124,Employed Full Time,2018-11-28 00:00:00
1297134,Not employed,
1297247,Employed Full Time,2018-12-24 00:00:00
1297248,Employed Part Time,2018-10-22 00:00:00
1297273,Not employed,
1297304,Not employed,
1297621,Not employed,
1297635,Employed Full Time,2018-12-03 00:00:00
1297636,Employed Full Time,2018-12-17 00:00:00
1297640,Employed Full Time,2018-12-06 00:00:00
1297641,Not employed,
1297674,Not employed,
1297675,Not employed,
1297680,Not employed,
1297685,Not employed,
1297689,Employed Full Time,2018-12-07 00:00:00
1297728,Not employed,
1297733,Employed Full Time,2018-12-06 00:00:00
1297737,Not employed,
1297746,Employed Full Time,2018-12-11 00:00:00
1297825,Not employed,
1297849,Employed Part Time,2018-05-01 00:00:00
1297851,Not employed,
1297856,Not employed,
1298053,Not employed,
1298140,Not employed,
1298143,Not employed,
1298144,Not employed,
1299873,Not employed,
15010516,Employed Full Time,2016-03-14 00:00:00
15010518,Employed Full Time,2017-12-27 00:00:00
15010719,Not employed,
15010818,Employed Full Time,2018-03-05 00:00:00
15010918,Not employed,
15011216,Not employed,
15011217,Employed Full Time,2017-07-24 00:00:00
150112171,Employed Full Time,2016-12-07 00:00:00
15011218,Employed Full Time,2017-09-01 00:00:00
15011218a,Employed Full Time,2018-02-13 00:00:00
15011218b,Employed Full Time,2018-02-26 00:00:00
15011819,Employed Full Time,2010-01-01 00:00:00
150118191,Employed Full Time,2017-06-01 00:00:00
15011918,Employed Full Time,2018-09-26 00:00:00
15012219,Employed Full Time,2013-03-24 00:00:00
15012418,Employed Full Time,2015-04-01 00:00:00
15012616,Employed Full Time,2016-05-28 00:00:00
15012618,Employed Full Time,2016-08-01 00:00:00
150126181,Employed Full Time,2016-08-01 00:00:00
15012717,Employed Full Time,2017-05-15 00:00:00
150131172,Not employed,
150131173,Employed Full Time,2017-02-06 00:00:00
15020216,Employed Full Time,2016-02-02 00:00:00
15020618,Employed Full Time,2014-05-01 00:00:00
15021017,Employed Full Time,2017-02-14 00:00:00
15021417,Employed Full Time,2017-02-14 00:00:00
15022017,Employed Full Time,2018-01-16 00:00:00
15022018,Not employed,
15022317,,
150223174,Employed Full Time,2017-05-08 00:00:00
15022318,Employed Full Time,2018-10-22 00:00:00
15022717,Employed Full Time,2017-03-20 00:00:00
15030116,Employed Full Time,2016-03-01 00:00:00
15030315,Employed Full Time,2015-03-03 00:00:00
15030316,Employed Full Time,2016-07-12 00:00:00
15030916,Employed Full Time,2016-05-01 00:00:00
15031016,Employed Full Time,2016-03-01 00:00:00
15031115,Employed Full Time,2015-03-15 00:00:00
15031116,Employed Full Time,2016-03-11 00:00:00
15031317,Employed Full Time,2017-03-06 00:00:00
15031516,Employed Full Time,2016-06-06 00:00:00
15031617,Employed Full Time,2014-08-01 00:00:00
15031618,Employed Full Time,2013-02-03 00:00:00
15032416,Employed Full Time,2016-03-24 00:00:00
15032918,Employed Full Time,2016-11-14 00:00:00
150329181,Not employed,
15040616,Employed Full Time,2016-04-06 00:00:00
15040618,Not employed,
15040716,Employed Full Time,2016-07-18 00:00:00
15041015,Employed Full Time,2015-04-10 00:00:00
15041116,Employed Full Time,2016-04-08 00:00:00
